challengeID,gpa,grit,materialHardship
2128,2,3.75,0
2129,2,0,0
2130,3.5,3.75,0.090909091
2134,2,2.75,0
2135,2,0,0
2137,2,3.5,0
2140,1.75,3,0
2141,2,0,0
2142,2.5,3.5,0
2143,2,0,0
2144,2,0,0
2146,2,0,0
2147,2,0,0
2149,3,2.75,0
2150,2.75,3.5,0.363636364
2151,3.25,4,0
2157,2,0,0
2160,3,3,0
2162,2,0,0
2165,2,3.75,0
2166,3.75,2.75,0.181818182
2169,2,3.75,0.090909091
2171,2,0,0
2174,2.5,3.25,0.090909091
2175,2.5,2.5,0
2177,3.75,3.25,0
2180,3.75,3.5,0
2181,2,3.25,0
2182,2,3,0
2184,2,0,0
2185,3,3.75,0.363636364
2186,1.75,4,0.090909091
2189,3.5,3.25,0
2190,1.75,3.75,0.090909091
2193,3.25,3.25,0.181818182
2194,2,0,0
2195,2,0,0
2196,2,0,0
2197,1.75,2.75,0.272727273
2200,3.75,3.75,0
2203,3,3.5,0.181818182
2206,2,0,0
2207,1.5,3,0
2208,2,0,0
2209,4,3.75,0.181818182
2213,2.75,3.5,0
2215,1.75,3.75,0.090909091
2216,2,3.75,0.181818182
2217,3,3.5,0.090909091
2221,2,3,0.272727273
2223,2,0,0
2227,3,3.75,0.090909091
2228,2.5,3,0.363636364
2232,2,3,0.090909091
2233,3,3.25,0.363636364
2234,2.75,3.75,0.181818182
2235,2.75,3.75,0.454545455
2236,3.25,3.25,0
2239,2.75,3.5,0
2241,2,0,0
2248,2.75,3.25,0
2249,3.5,3.5,0
2255,2,4,0.272727273
2256,2,2.25,0
2257,2,0,0
2258,2,0,0
2259,2,0,0
2260,2.75,3,0
2261,2,0,0
2263,2,0,0
2264,2,0,0
2265,2.5,3,0.454545455
2266,3.75,3.75,0.454545455
2268,2,0,0
2271,2,0,0
2273,3,3.5,0
2274,4,3.75,0.545454545
2279,2,3,0.090909091
2283,2,0,0
2285,2,0,0
2287,2,0,0
2289,2,3.75,0
2290,2,0,0
2292,2,0,0
2294,4,4,0
2295,2,0,0
2296,2,0,0
2297,2,0,0
2298,2.5,3.5,0.181818182
2301,2,0,0
2302,2.25,3.25,0.454545455
2305,4,3.5,0
2307,2,0,0
2309,2,0,0
2310,4,4,0
2311,2,0,0
2313,2,0,0
2317,2.25,3,0.363636364
2321,2.75,3.5,0
2322,2.25,3.25,0.181818182
2324,2,3,0
2325,3.25,3.5,0
2326,4,3.75,0
2328,2,0,0
2329,2,0,0
2332,2,0,0
2333,1,3.25,0.090909091
2335,2,0,0
2336,2.75,4,0.181818182
2338,2,1.25,0.181818182
2339,2,2.5,0
2342,2,0,0
2344,2,0,0
2345,2,0,0
2346,2.25,3.25,0.272727273
2348,2,3,0
2350,2.5,2.5,0.363636364
2351,2.25,3.75,0
2353,2,0,0
2354,2,0,0
2355,2,0,0
2356,2,0,0
2357,3,3,0
2358,1.75,2.75,0.272727273
2361,3,3.75,0
2362,2.75,2.5,0.363636364
2363,2,0,0
2366,3,3.75,0.272727273
2367,2,0,0
2369,2.5,4,0
2370,3,3.25,0
2372,2.25,3.25,0.363636364
2373,2,3,0.090909091
2374,3.5,4,0
2375,2,0,0
2376,3.5,4,0
2379,2,0,0
2380,2,3.5,0.181818182
2382,2,0,0
2383,2,2.5,0
2384,2,0,0
2385,2.75,3.25,0
2386,2,4,0.636363636
2387,2,0,0
2389,2.25,3.75,0.545454545
2395,2,0,0
2397,2,2.75,0.363636364
2398,3.25,2.75,0.090909091
2399,2,0,0
2403,2.75,3.75,0
2406,3.25,3,0.272727273
2407,3.25,3.25,0
2409,2,3,0.181818182
2410,2,0,0
2411,3.25,2.25,0.090909091
2412,2.25,3.75,0.545454545
2415,2,0,0
2418,2,2.75,0
2420,2.5,4,0
2422,2.5,3,0
2423,2,0,0
2424,2,0,0
2426,2,3.75,0
2427,2.5,3.75,0.272727273
2430,3.75,3.75,0
2431,2,0,0
2432,2,0,0
2434,4,3.75,0
2436,4,3.25,0
2438,2,0,0
2439,2,0,0
2441,4,3.5,0
2443,2,0,0
2444,2,0,0
2448,2.75,3.25,0
2449,2.75,4,0
2453,3.75,4,0.363636364
2455,3.25,4,0.090909091
2456,2,3.75,0
2457,2,0,0
2459,2,0,0
2460,1.5,2.5,0.272727273
2461,2,0,0
2465,2.25,4,0
2466,2,0,0
2468,2.5,3.75,0.090909091
2469,2,3,0.636363636
2470,2,3,0
2473,2,4,0.090909091
2476,2,0,0
2477,2,4,0
2479,2,4,0
2480,2,0,0
2481,3.75,3.5,0
2483,3.25,2.5,0
2489,2.75,3,0.363636364
2490,2.5,3.25,0.181818182
2491,2.5,3.25,0
2494,3,3.25,0.090909091
2497,3.75,3.5,0
2498,2,0,0
2499,2,0,0
2500,2,4,0
2501,2,0,0
2502,3.75,4,0
2503,3,4,0.090909091
2504,2,3,0.090909091
2505,2.25,3,0
2507,2,0,0
2508,2,0,0
2512,2.5,4,0
2516,3.25,4,0.363636364
2517,2,3.5,0.090909091
2521,2,0,0
2522,3.25,4,0
2523,2.75,3.75,0.181818182
2524,2,0,0
2525,3.25,4,0
2526,2,2.5,0
2527,3.5,3.25,0
2531,3.25,2.75,0
2533,2,0,0
2536,4,4,0.090909091
2537,2,3.5,0
2540,2,0,0
2541,2,0,0
2542,2.75,3.25,0
2543,3.5,3.5,0
2544,4,3,0
2545,2,3,0
2546,2,2.75,0.090909091
2553,2,0,0
2554,2,0,0
2556,3.25,3.5,0.272727273
2558,4,3,0
2560,4,4,0
2561,2,0,0
2562,2,0,0
2565,2,3.75,0.090909091
2567,2,0,0
2569,3,3,0
2570,2,0,0
2571,1.75,3.75,0.454545455
2572,4,3.75,0.272727273
2576,3.5,3.5,0
2577,2,0,0
2579,2.75,2.75,0
2580,2.5,3.5,0
2583,4,4,0
2585,2.75,2.75,0
2587,3.5,3.25,0
2588,2,0,0
2589,2,3.25,0.363636364
2590,2.75,3.75,0
2594,3,4,0
2595,2.75,3.5,0
2596,2,0,0
2598,2,3,0
2604,2,2,0.181818182
2606,2,0,0
2609,2.75,4,0
2610,3.25,4,0
2611,2.25,3.25,0.090909091
2612,2.75,3,0
2613,2,0,0
2615,2.25,3,0.545454545
2620,2,3,0
2624,2,0,0
2625,3,3.75,0
2628,1.75,3.25,0.545454545
2629,2.25,3.5,0
2630,2,3.5,0
2631,2,4,0
2632,2,0,0
2633,2,0,0
2634,2.75,3.5,0
2635,2,0,0
2640,2,0,0
2641,2,0,0
2644,3,4,0
2645,2.75,2,0
2646,3,4,0.090909091
2647,2,4,0.545454545
2649,3.75,3,0.090909091
2651,2.25,3.25,0
2652,3.5,3.5,0.454545455
2653,2,3,0.545454545
2655,2.5,3.75,0
2656,4,3.5,0
2657,2.5,3.25,0
2658,4,2.75,0
2660,2,3.5,0
2661,2.25,3.25,0.090909091
2664,2.5,3.25,0.363636364
2668,2.75,2.25,0
2669,3.5,4,0
2670,3.25,3.25,0.454545455
2674,2,3.25,0
2675,2,0,0
2678,2,0,0
2679,2,0,0
2681,2,0,0.090909091
2683,2,0,0
2684,3.25,3.25,0
2686,2,3.5,0.454545455
2688,2,0,0
2689,4,3,0
2693,1.75,2.25,0.090909091
2695,2,0,0
2696,2.25,3.75,0
2700,2,0,0
2704,2,0,0
2705,2.75,2.5,0
2710,2,0,0
2714,2.75,3.25,0.090909091
2716,2,0,0
2718,2,0,0
2719,3.5,3,0
2721,2,0,0
2723,4,3,0
2725,2.25,3.25,0.272727273
2727,2,0,0
2729,2,0,0
2730,2,3,0.090909091
2731,3,3.25,0
2734,3.75,0,0
2735,2,0,0
2736,2,4,0
2742,2,3.25,0.090909091
2743,2.75,4,0
2746,2,0,0
2748,2,0,0
2750,3,4,0.272727273
2751,4,4,0.090909091
2752,2,0,0
2753,2.5,4,0.272727273
2755,4,4,0
2757,3.25,3,0
2759,2,0,0
2762,3,3.75,0
2764,3,3.75,0.181818182
2765,2,0,0
2766,2,0,0
2767,2.25,3.25,0.090909091
2768,3.75,3.25,0.181818182
2769,2.5,3.25,0
2773,2,0,0
2775,2.5,3.25,0
2776,3.25,4,0
2777,3.5,3.25,0
2778,2,3.5,0
2783,2,0,0
2785,2,0,0
2786,2,0,0
2787,3.5,3.5,0.454545455
2788,1.5,3.25,0.181818182
2789,3.25,3.5,0
2792,2,0,0
2796,2.75,4,0
2798,2,4,0.363636364
2799,3.25,4,0
2800,2.5,3,0
2801,2.75,4,0.363636364
2802,2,0,0
2803,3.25,4,0.090909091
2804,2,0,0
2805,3,4,0.090909091
2806,2,0,0
2808,2.5,3.5,0.090909091
2809,2.5,4,0
2811,2,0,0
2812,2.75,4,0
2814,2,0,0
2815,2,0,0
2816,2,4,0
2819,2,0,0
2825,2.25,3,0
2827,2.5,3.5,0
2830,2,0,0
2833,3,4,0
2835,2,0,0
2836,2.5,4,0
2838,2,0,0
2843,1,3.75,0
2844,3.25,3.25,0
2845,3.25,4,0.181818182
2847,2,0,0
2850,1.25,2,0
2852,2.25,3.25,0
2853,2,0,0
2855,3.25,4,0
2857,2,0,0
2860,2,0,0
2861,2,0,0
2863,3.25,3.75,0.181818182
2864,3.25,2.5,0.181818182
2865,2,3.25,0.090909091
2867,1.5,3.5,0
2869,2.5,3.25,0
2873,2,0,0
2874,2,2.75,0.090909091
2875,2,0,0
2877,3.5,3.5,0.090909091
2879,2.75,4,0
2880,2,0,0
2882,3,2.75,0
2884,3.5,3,0.181818182
2886,2,0,0
2888,2,0,0
2892,4,4,0
2895,3.75,3,0
2898,2,3.25,0.090909091
2900,2.5,2.5,0.545454545
2901,3,3.75,0
2905,2.25,3.25,0
2906,3.5,4,0
2907,3.75,3.5,0
2910,2.25,3.25,0.272727273
2911,2,4,0.272727273
2912,3,3.5,0.090909091
2918,2.75,3.25,0.090909091
2920,2.75,3.75,0.545454545
2929,1.75,3.25,0
2931,3,3.5,0.090909091
2933,3.25,4,0.090909091
2934,2,0,0
2936,2,0,0
2940,2,0,0.181818182
2941,2,0,0
2943,2,3.75,0.090909091
2946,4,4,0.454545455
2947,2.75,4,0
2948,2,3.25,0.090909091
2952,2,0,0
2954,4,3.5,0
2957,2,0,0
2958,2,2.75,0
2962,3.25,2,0
2964,2.5,3.25,0.272727273
2968,3.5,3,0.090909091
2970,2,0,0
2971,2,0,0
2972,2,3,0.090909091
2973,1.75,3,0
2974,2.25,3.5,0.090909091
2975,3.25,3.25,0.181818182
2976,2,0,0
2978,2,0,0
2979,2,0,0
2983,2.5,3.75,0
2986,4,4,0
2987,2,4,0.272727273
2988,2,3.25,0.090909091
2989,2.75,2.5,0
2991,1,2.5,0
2992,2,0,0
2995,2,0,0
2996,2,0,0
2997,2,0,0
2998,2.25,3.25,0.545454545
3002,3,3.75,0.090909091
3003,2.75,2.75,0.181818182
3005,3.25,3.25,0
3010,3.25,3.5,0.090909091
3011,4,3,0
3012,2.25,4,0
3013,2,0,0
3015,3.75,3.5,0
3017,3.25,4,0
3018,3.25,3.5,0
3020,2,3.5,0.090909091
3022,2,0,0
3023,4,3.75,0.090909091
3025,2,0,0
3026,3.25,3.25,0.454545455
3029,2.75,3,0
3030,2,0,0
3032,2.25,4,0.181818182
3034,2.25,3,0.090909091
3035,1.75,3,0.272727273
3038,1.75,2,0
3039,2,4,0.545454545
3042,2.5,0,0.181818182
3043,2,3.5,0.454545455
3046,2,3.25,0
3047,2.75,3,0
3049,2,3,0
3052,2.5,3,0.181818182
3053,3.5,3.25,0
3056,2,0,0
3057,2,0,0
3058,3.5,3,0.181818182
3059,1.5,4,0
3061,2,3.25,0
3063,2.5,3,0
3064,2,0,0
3068,2,0,0
3070,2,0,0
3071,2,3.75,0
3074,3,3.5,0
3076,1.75,2.75,0
3077,2.25,3,0
3078,2,0,0
3080,3.5,4,0
3081,3.75,3,0
3083,2.75,3.5,0.363636364
3084,2.5,4,0
3085,2,0,0
3086,2,0,0
3087,2.75,3,0.181818182
3088,2,2.25,0
3089,2.25,3,0.272727273
3096,2,0,0
3101,2.5,4,0.363636364
3102,2.5,3,0.363636364
3103,2,4,0
3105,2,4,0
3106,2.5,3.25,0
3107,1.5,3.25,0.181818182
3109,3,3.75,0.454545455
3110,2,3.5,0
3111,2,0,0
3112,2,0,0
3113,3.5,4,0.454545455
3116,2,0,0
3117,3,3,0.272727273
3121,2,0,0
3126,3.25,3.25,0.454545455
3128,2,0,0
3129,2,0,0
3130,2,4,0.272727273
3131,2,3,0
3134,2,0,0
3137,2,3.25,0
3138,2.5,3.75,0.090909091
3141,2.75,4,0.272727273
3143,2,0,0
3144,2,3.25,0
3148,2.75,4,0
3151,3.5,3,0.090909091
3152,2,0,0
3155,3.75,3,0
3159,3.75,4,0.545454545
3160,2,0,0
3161,2,0,0
3162,1.75,2,0.090909091
3166,2,0,0
3167,1.5,3.25,0.636363636
3169,2,0,0
3170,2.75,4,0.090909091
3173,2,0,0
3175,2.75,3.25,0.090909091
3177,1.5,3.25,0.090909091
3179,4,4,0
3180,2,2.25,0.181818182
3184,2,0,0
3185,2,0,0
3186,3.25,3.25,0
3190,2,3.25,0
3191,2,0,0
3193,3.5,3.25,0
3196,2,0,0
3198,3.5,3.5,0
3200,2.75,4,0.090909091
3201,2.5,4,0.181818182
3202,3.5,3.5,0
3204,2,0,0
3206,2.25,3.25,0.090909091
3208,2,0,0
3210,2,0,0
3214,2,0,0
3216,2,0,0
3219,2,3.5,0.090909091
3221,2,3,0
3223,3,3.75,0.363636364
3224,3.75,3.25,0
3225,3.25,2.5,0.181818182
3226,2,0,0
3230,2.75,3.25,0
3231,3,3.75,0.090909091
3232,1.5,2.5,0
3236,3.25,4,0
3237,2.25,2.25,0
3238,3,2.75,0.272727273
3239,2,3.25,0
3241,3,3.25,0
3243,2,3.5,0.545454545
3246,2,0,0
3249,3,3.5,0.181818182
3252,2.75,4,0
3254,2.5,3.25,0
3257,2,0,0
3263,2.25,2.75,0.454545455
3265,2,0,0
3268,2.25,3.5,0.545454545
3270,2,0,0
3271,4,3.25,0
3272,3.25,3.25,0
3273,4,3.75,0.090909091
3274,2,0,0
3277,3.5,3.75,0.272727273
3279,4,4,0
3280,2,4,0
3281,2,0,0.363636364
3284,2,0,0
3285,4,4,0
3286,4,4,0
3289,2.75,3.25,0.454545455
3293,2,0,0
3294,2,0,0
3295,3,4,0.181818182
3297,2.5,2.75,0
3298,2,3.25,0.181818182
3299,2,3.75,0
3301,2.25,3.75,0.181818182
3303,4,3.25,0
3304,2,3.25,0.181818182
3307,2,0,0
3308,2,0,0
3311,3,4,0
3313,1.75,3.25,0
3319,1.5,4,0
3323,3,3.75,0.090909091
3325,2,3.25,0.181818182
3328,4,3.5,0.545454545
3330,2,3.5,0
3332,1.5,3.75,0.272727273
3334,3,3.5,0
3335,3.5,3,0
3336,2,0,0
3337,2,0,0
3338,2,0,0
3339,1.25,3.25,0.363636364
3340,2.75,4,0
3341,2.5,3.5,0
3343,2,0,0
3344,4,3.75,0
3345,3.25,3,0
3346,3.25,4,0
3347,4,3.5,0
3350,2,0,0
3352,2.5,4,0
3355,2.75,3.25,0.090909091
3356,2,0,0.181818182
3360,3.5,3.25,0
3361,2.75,3.5,0
3364,2,0,0
3365,2,4,0.272727273
3366,3.5,3,0
3367,3.5,3,0
3370,3,3,0.181818182
3371,3,3.25,0.181818182
3373,2,3.5,0
3378,2.5,2.75,0
3382,2.5,3.75,0
3384,2,3.5,0.454545455
3385,2,0,0
3386,3,3.75,0
3387,2,4,0
3388,2,4,0.272727273
3389,2.75,4,0.090909091
3390,2.75,3.25,0.272727273
3392,2,3.25,0.272727273
3394,2.5,3.75,0.272727273
3395,3.75,3.5,0
3396,2,0,0
3397,2,2.75,0
3398,3.5,4,0.090909091
3399,2,0,0
3400,2,3.5,0.181818182
3401,2,0,0
3402,3.25,3.75,0.272727273
3404,2,0,0
3406,3.25,4,0
3407,2,0,0.363636364
3408,2,0,0
3411,3.75,3.75,0
3413,3,3,0
3417,2,0,0
3420,2.5,2.75,0
3422,2.25,3.5,0
3423,3.25,3.5,0
3424,3.5,3.25,0
3425,2,0,0
3426,2.5,3.5,0
3430,2,0,0
3433,2.75,3.5,0.272727273
3434,3.5,3.75,0
3438,3,3,0
3440,2.25,2.75,0
3449,2.5,4,0
3450,3.75,3.5,0.272727273
3452,2,2.5,0
3455,2.75,4,0
3457,2,0,0
3459,2.25,4,0
3463,3.5,3.25,0.272727273
3466,3.5,4,0
3468,3,2.5,0.181818182
3470,2.5,3,0.090909091
3474,2,4,0
3477,3.25,4,0.090909091
3478,3.25,2.75,0
3480,2,0,0
3481,2.75,3.75,0
3484,4,4,0
3485,4,3.25,0.727272727
3487,2,0,0
3488,1.25,3.25,0.090909091
3492,2,0,0
3493,2.25,3,0
3494,4,4,0.181818182
3497,3.75,4,0
3500,2,3.5,0
3502,2,0,0
3504,3.75,3.75,0.090909091
3507,2.5,3.75,0
3510,2,0,0
3511,2,0,0
3514,2,0,0
3515,2,0,0
3518,2,0,0
3520,2.25,3.25,0.181818182
3521,2.5,3,0.272727273
3522,2.5,4,0
3524,2,4,0
3529,2,4,0
3530,2,0,0
3534,3.5,3.75,0.090909091
3535,3,3.5,0.181818182
3539,3.25,3.25,0
3540,2,0,0
3541,2,0,0
3544,3.75,3.75,0.363636364
3545,3.75,4,0
3546,2,3.25,0.181818182
3554,2,3.5,0
3559,2,0,0
3560,3.5,4,0
3565,2,2,0
3567,3.5,4,0
3568,3.5,3.5,0.090909091
3570,2,0,0
3571,2,4,0.090909091
3572,3.5,3.5,0.090909091
3573,2,0,0
3576,3.25,4,0
3581,2.75,4,0.090909091
3583,2,0,0
3585,2.25,2.75,0.181818182
3587,2,3,0.181818182
3589,2.75,4,0.181818182
3590,2,0,0
3591,2.75,4,0.090909091
3592,2,3.25,0.181818182
3594,2,0,0
3596,2,0,0
3602,2,2.25,0.363636364
3605,1.75,2.75,0.090909091
3609,2,0,0
3613,2,3.75,0.545454545
3615,2,0,0
3616,3.25,3.25,0
3618,2.75,3,0.090909091
3620,4,3.5,0
3621,2,2,0
3623,2,0,0
3625,2.5,4,0
3627,2,0,0
3633,3.25,4,0
3634,3.25,2.75,0.181818182
3638,2,0,0
3639,3,3.5,0
3640,3.25,3.5,0
3642,2,3.25,0
3643,3,3,0.272727273
3644,2,3.25,0
3645,2,0,0
3649,2,0,0
3650,2,3.25,0.181818182
3651,1.5,3.5,0
3654,2.75,3.75,0.272727273
3658,2.75,4,0
3659,3,3.5,0
3661,2,0,0
3664,4,3.25,0
3666,3.25,3.75,0
3667,4,3,0.181818182
3669,2.75,3.25,0
3670,2,0,0
3671,2,0,0
3677,2,3.25,0
3678,1.75,3.25,0.181818182
3680,2,0,0
3681,3.5,2.75,0
3683,2,3,0
3684,2,3.75,0
3685,2,4,0.636363636
3686,2,4,0.636363636
3687,2,0,0
3688,2,0,0
3689,3,3.5,0.090909091
3690,2,0,0
3692,2,0,0
3694,2,0,0
3699,2.25,3.25,0.181818182
3700,3.25,2.75,0.363636364
3701,3,3.5,0
3703,1.75,3.75,0
3704,2,0,0
3705,2,3.75,0
3706,2,3.5,0
3708,1.5,2.75,0
3710,3.25,2.75,0
3711,2,3.75,0.090909091
3713,1.5,3.25,0.454545455
3718,3.25,3.5,0
3720,2,0,0
3721,3.25,4,0.454545455
3724,2,3,0
3725,2,0,0
3726,2,0,0
3730,2.5,2.75,0
3733,2,0,0.545454545
3734,3.25,3.25,0
3736,2,3.25,0
3742,3.25,3.5,0
3743,2.25,3.25,0.090909091
3744,2,0,0
3747,2,0,0
3752,2,4,0.090909091
3753,2,0,0
3755,3.5,3,0.181818182
3760,2,0,0
3761,2,0,0
3762,2,0,0
3763,3.75,3.5,0.272727273
3766,2,3.75,0
3769,3,3.25,0
3770,3.25,3.5,0
3771,3.25,3.75,0.090909091
3772,1.75,1.75,0
3773,2,2.75,0.272727273
3775,3.5,4,0
3779,2,3.75,0
3781,2,0,0
3782,2.5,4,0
3783,3.25,4,0
3785,2.5,3.25,0
3789,2,3.5,0
3791,2.5,3.25,0
3792,2,0,0
3799,3.5,4,0.090909091
3802,3.5,3.25,0
3803,2.5,4,0
3806,2.75,3.25,0.363636364
3809,2,0,0
3815,2.5,3.5,0.090909091
3816,2,0,0
3818,2,0,0
3819,2,0,0
3820,2,3.5,0.090909091
3821,2.75,4,0
3823,2,3.75,0.090909091
3824,2.75,3.25,0
3825,4,3,0
3828,2,0,0
3830,3.25,4,0
3831,2,0,0
3832,2,0,0
3834,2,4,0
3836,2,0,0
3837,4,4,0.090909091
3838,4,3.5,0
3839,2,2.75,0
3841,2,3.25,0
3843,2,0,0
3844,2,0,0
3847,2,0,0
3849,2,3.75,0.090909091
3850,2,0,0
3852,3,2.75,0.272727273
3853,2,0,0
3854,3.5,3.5,0.181818182
3855,2,0,0
3856,2,4,0.363636364
3857,2.75,3.25,0
3858,2.5,3.5,0
3862,2,3.25,0
3863,3.25,4,0
3864,2,0,0
3866,3,3.25,0
3867,2,0,0
3869,2,3.75,0
3871,1.5,3.5,0
3873,3.25,3.75,0
3874,2.25,3.75,0.363636364
3882,3,3.25,0
3885,2,3.75,0
3887,3.25,3.25,0.545454545
3888,2.5,3.75,0
3894,2.75,3.5,0.181818182
3895,3.75,3.25,0
3897,2,0,0
3899,2,3.75,0.454545455
3900,2,0,0
3905,3.75,3,0
3907,2,0,0
3909,3,4,0
3911,3.25,3.75,0.090909091
3914,2,0,0
3919,2,2.75,0
3920,3,3.25,0
3923,2,0,0
3924,2.5,3,0.090909091
3925,2,0,0
3926,2,0,0
3927,2,4,0
3928,3,4,0.454545455
3930,2,2.25,0.272727273
3932,2.25,3,0
3934,3.25,4,0
3938,3.5,4,0.454545455
3939,3.25,3.5,0.272727273
3940,2,0,0
3941,2,0,0
3944,2.5,2.75,0.272727273
3946,2,0,0
3948,2,0,0
3949,3,3.25,0
3951,2,0,0
3955,3.25,3.75,0.181818182
3956,1.5,4,0
3958,2,0,0
3959,2,3.25,0
3961,2,0,0
3962,2,2.25,0.090909091
3965,2,3.5,0
3968,1.75,2.75,0
3973,2.25,3,0.181818182
3976,3,2.5,0.454545455
3979,2,0,0
3980,2,0,0
3983,2.5,4,0
3988,2.5,3,0
3992,2,0,0
3993,3.25,3.25,0
4002,2.25,3,0
4007,2.75,3.25,0
4008,2.5,4,0
4013,4,3.5,0.181818182
4014,2,0,0
4016,3,2.75,0
4017,2,3.25,0.090909091
4021,2.25,3,0.090909091
4024,2.75,3.75,0.090909091
4025,3.25,4,0
4027,3,2.25,0.090909091
4028,3.25,4,0
4029,2,0,0
4030,2,3,0
4031,2,3.25,0
4032,2,0,0
4033,2,0,0
4036,2,3,0.363636364
4040,2.75,3.5,0
4042,2,0,0.272727273
4043,3,4,0.181818182
4045,2,0,0.454545455
4049,2,4,0.090909091
4052,2,0,0
4053,3,3.5,0
4054,2,3.75,0
4056,1.75,3,0.090909091
4058,2,0,0
4060,2,0,0
4062,2,3.25,0
4063,2.75,3.75,0.272727273
4068,1.75,3.75,0
4071,3.5,3.5,0.090909091
4073,2,3.75,0.272727273
4077,3.25,3.5,0
4078,2,3.75,0.272727273
4082,2,3.25,0
4083,3,3.75,0
4088,3,3.5,0
4090,3.75,3.5,0.090909091
4091,2,0,0
4097,3.25,3.5,0.181818182
4098,3,4,0.090909091
4100,2,0,0
4103,2,0,0
4108,3,3,0
4109,3.25,4,0.090909091
4111,4,3.25,0
4119,2,0,0
4121,2,0,0
4125,2,0,0
4128,2,0,0
4129,2,0,0
4131,2,0,0.363636364
4135,2.25,3.5,0.272727273
4138,2.75,4,0.090909091
4140,2,0,0
4141,2,0,0
4142,2.5,3,0.090909091
4146,3.5,3.75,0.181818182
4147,2,0,0
4150,2,0,0
4153,2,0,0
4155,2.25,4,0.090909091
4157,2.5,4,0
4158,2,0,0
4159,2.5,3.5,0
4162,2,0,0
4165,3.75,4,0.090909091
4167,2.25,3,0
4168,3,3.25,0.090909091
4170,2,0,0
4172,1.5,3.5,0.181818182
4177,3.25,1.75,0
4178,2,0,0
4179,2,4,0.272727273
4181,2,0,0
4183,3.75,3,0
4187,2,0,0
4188,2,3.75,0.454545455
4191,2,0,0
4193,2,3.75,0.454545455
4194,2,3.25,0.363636364
4197,2,0,0
4200,3.25,3.25,0
4201,2,0,0
4202,3.25,3.5,0
4203,2,0,0
4204,3.5,4,0.272727273
4205,2,0,0
4206,2.75,3.5,0.272727273
4213,2,3.75,0.090909091
4216,2,3,0
4217,2,3.75,0.272727273
4220,2,0,0
4222,2,0,0
4224,3.5,2.75,0.272727273
4229,2,3.5,0
4235,2,0,0
4236,2,3.75,0
4239,2.75,2.75,0
4240,2,0,0
4241,3,4,0